,Codigo,Nome,Nivel,Governança Colaborativa - Responsáveis,Incorporação de TICs - Planejamento,Planejamento Estratégico para Transformação Digital,Governança de TI - Práticas,Infraestrutura de Hw e Sw - Armazenamento,Gestão Integrada de Dados,Serviços Públicos On-line,Solicitação de Serviços Públicos,Segurança de Políticas Públicas - Monitoramento,Percepção dos Serviços Públicos,Transparência - Monitoramento,Transparência - Execução Orçamentária e Financeira,Transparência dos Dados - Disponibilização,Segurança dos Dados - Práticas
Valor,3200201,Alegre,2,,,,,,,12,5,,0,,5,9,
Valor,4300406,Alegrete,2,,,,,,,14,5,,0,,5,8,
Valor,2200277,Alegrete do Piauí,2,,,,,,,5,4,,0,,5,8,
Valor,4300455,Alegria,2,,,,,,,6,5,,0,,5,8,
Valor,3101508,Além Paraíba,2,,,,,,,8,6,,0,,4,8,
Valor,1500404,Alenquer,2,,,,,,,8,3,,0,,4,8,
Valor,2400505,Alexandria,2,,,,,,,10,3,,0,,5,9,
Valor,5200308,Alexânia,3,,,,,,,18,6,,1,,5,9,
Valor,3101607,Alfenas,2,,,,,,,10,7,,0,,5,8,
Valor,3200300,Alfredo Chaves,2,,,,,,,10,4,,0,,5,9,
Valor,3500808,Alfredo Marcondes,2,,,,,,,3,3,,0,,5,9,
Valor,3101631,Alfredo Vasconcelos,2,,,,,,,6,4,,0,,3,5,
Valor,4200705,Alfredo Wagner,2,,,,,,,11,4,,0,,5,9,
Valor,2500577,Algodão de Jandaíra,2,,,,,,,8,3,,0,,5,9,
Valor,2500601,Alhandra,2,,,,,,,8,3,,0,,5,9,
Valor,2600708,Aliança,2,,,,,,,5,4,,1,,5,8,
Valor,1700350,Aliança do Tocantins,2,,,,,,,9,6,,0,,5,10,
Valor,2900900,Almadina,2,,,,,,,5,5,,0,,4,7,
Valor,1700400,Almas,2,,,,,,,11,3,,0,,5,9,
Valor,1500503,Almeirim,2,,,,,,,2,5,,0,,5,8,
Valor,3101706,Almenara,2,,,,,,,7,4,,0,,4,9,
Valor,2400604,Almino Afonso,2,,,,,,,0,6,,0,,4,7,
Valor,4100400,Almirante Tamandaré,2,,,,,,,11,7,,0,,5,8,
Valor,4300471,Almirante Tamandaré do Sul,2,,,,,,,7,4,,0,,5,8,
Valor,5200506,Aloândia,2,,,,,,,6,3,,0,,5,8,
Valor,3101805,Alpercata,3,,,,,,,8,8,,1,,4,8,
Valor,4300505,Alpestre,2,,,,,,,10,4,,0,,5,9,
Valor,3101904,Alpinópolis,2,,,,,,,11,4,,0,,5,9,
Valor,5100250,Alta Floresta,2,,,,,,,6,5,,0,,4,9,
Valor,1100015,Alta Floresta D'Oeste,3,,,,,,,16,5,,1,,5,9,
Valor,3500907,Altair,2,,,,,,,9,4,,0,,5,10,
Valor,1500602,Altamira,1,,,,,,,0,0,,0,,0,0,
Valor,2100402,Altamira do Maranhão,2,,,,,,,3,0,,0,,5,8,
Valor,4100459,Altamira do Paraná,2,,,,,,,8,4,,0,,5,9,
Valor,2300606,Altaneira,2,,,,,,,11,3,,0,,5,9,
Valor,3102001,Alterosa,2,,,,,,,11,6,,0,,5,8,
Valor,2600807,Altinho,2,,,,,,,9,6,,0,,5,9,
Valor,3501004,Altinópolis,2,,,,,,,8,4,,0,,5,9,
Valor,1400050,Alto Alegre,2,,,,,,,3,3,,0,,4,8,
Valor,4300554,Alto Alegre,2,,,,,,,12,3,,0,,5,9,
Valor,3501103,Alto Alegre,2,,,,,,,6,1,,0,,5,9,
Valor,2100436,Alto Alegre do Maranhão,2,,,,,,,5,3,,0,,5,8,
Valor,2100477,Alto Alegre do Pindaré,2,,,,,,,9,2,,0,,4,8,
Valor,1100379,Alto Alegre dos Parecis,3,,,,,,,11,4,,1,,5,9,
Valor,5100300,Alto Araguaia,2,,,,,,,17,6,,0,,4,10,
Valor,4200754,Alto Bela Vista,2,,,,,,,9,4,,0,,5,8,
Valor,5100359,Alto Boa Vista,2,,,,,,,6,2,,0,,4,9,
Valor,3102050,Alto Caparaó,2,,,,,,,1,2,,0,,5,8,
Valor,2400703,Alto do Rodrigues,2,,,,,,,6,3,,0,,5,8,
Valor,4300570,Alto Feliz,2,,,,,,,8,3,,0,,5,8,
Valor,5100409,Alto Garças,2,,,,,,,10,4,,1,,4,9,
Valor,5200555,Alto Horizonte,3,,,,,,,10,5,,1,,5,9,
Valor,3153509,Alto Jequitibá,2,,,,,,,6,3,,0,,5,8,
Valor,2200301,Alto Longá,2,,,,,,,3,3,,0,,4,8,
Valor,4100509,Altônia,3,,,,,,,14,4,,1,,5,9,
Valor,5100508,Alto Paraguai,2,,,,,,,7,4,,0,,5,8,
Valor,4128625,Alto Paraíso,2,,,,,,,7,3,,1,,5,8,
Valor,1100403,Alto Paraíso,2,,,,,,,12,5,,0,,5,9,
Valor,5200605,Alto Paraíso de Goiás,2,,,,,,,8,3,,0,,5,9,
Valor,4100608,Alto Paraná,2,,,,,,,9,4,,0,,5,8,
Valor,2100501,Alto Parnaíba,2,,,,,,,7,6,,0,,5,8,
Valor,4100707,Alto Piquiri,2,,,,,,,7,1,,0,,5,7,
Valor,3102100,Alto Rio Doce,2,,,,,,,3,2,,0,,4,7,
Valor,3200359,Alto Rio Novo,3,,,,,,,7,5,,1,,5,10,
Valor,2200400,Altos,2,,,,,,,5,1,,0,,4,8,
Valor,2300705,Alto Santo,3,,,,,,,11,3,,1,,5,9,
Valor,5100607,Alto Taquari,3,,,,,,,15,5,,1,,5,9,
Valor,3501152,Alumínio,2,,,,,,,10,6,,0,,5,9,
Valor,1300029,Alvarães,2,,,,,,,0,3,,0,,4,8,
Valor,3102209,Alvarenga,2,,,,,,,7,5,,0,,5,10,
Valor,3501202,Álvares Florence,2,,,,,,,6,3,,0,,5,8,
Valor,3501301,Álvares Machado,2,,,,,,,5,2,,0,,5,8,
Valor,3501400,Álvaro de Carvalho,2,,,,,,,5,3,,0,,4,7,
Valor,3501509,Alvinlândia,2,,,,,,,14,2,,0,,5,10,
Valor,3102308,Alvinópolis,2,,,,,,,9,4,,0,,5,8,
Valor,4300604,Alvorada,3,,,,,,,16,5,,1,,5,9,
Valor,1700707,Alvorada,2,,,,,,,9,4,,1,,5,7,
Valor,3102407,Alvorada de Minas,2,,,,,,,5,4,,0,,5,9,
Valor,1100346,Alvorada D'Oeste,3,,,,,,,15,3,,1,,5,9,
Valor,2200459,Alvorada do Gurguéia,2,,,,,,,6,4,,0,,5,9,
Valor,5200803,Alvorada do Norte,2,,,,,,,10,4,,0,,5,9,
Valor,4100806,Alvorada do Sul,2,,,,,,,12,5,,0,,5,8,
Valor,1400027,Amajari,2,,,,,,,0,3,,0,,4,6,
Valor,5000609,Amambai,3,,,,,,,16,5,,1,,4,9,
Valor,1600105,Amapá,2,,,,,,,7,6,,0,,5,10,
Valor,2100550,Amapá do Maranhão,2,,,,,,,5,3,,0,,4,6,
Valor,4100905,Amaporã,2,,,,,,,4,1,,0,,5,8,
Valor,2600906,Amaraji,2,,,,,,,10,6,,0,,4,8,
Valor,4300638,Amaral Ferrador,2,,,,,,,7,5,,0,,5,8,
Valor,5200829,Amaralina,2,,,,,,,7,4,,1,,5,8,
Valor,2200509,Amarante,3,,,,,,,12,6,,1,,5,8,
Valor,2100600,Amarante do Maranhão,2,,,,,,,5,3,,0,,5,8,
Valor,2901007,Amargosa,2,,,,,,,11,5,,0,,5,9,
Valor,1300060,Amaturá,2,,,,,,,0,4,,0,,4,8,
Valor,2901106,Amélia Rodrigues,2,,,,,,,11,3,,0,,5,8,
Valor,2901155,América Dourada,2,,,,,,,9,5,,0,,4,10,
Valor,3501608,Americana,2,,,,,,,11,5,,0,,5,9,
Valor,5200852,Americano do Brasil,2,,,,,,,9,3,,0,,5,9,
Valor,3501707,Américo Brasiliense,2,,,,,,,10,3,,0,,5,8,
Valor,3501806,Américo de Campos,2,,,,,,,8,4,,0,,5,9,
Valor,4300646,Ametista do Sul,2,,,,,,,8,3,,0,,5,8,
Valor,2300754,Amontada,2,,,,,,,8,4,,0,,5,9,
Valor,5200902,Amorinópolis,2,,,,,,,9,3,,1,,5,8,
Valor,2500734,Amparo,2,,,,,,,7,5,,0,,5,8,
Valor,3501905,Amparo,2,,,,,,,13,5,,0,,5,8,
Valor,2800100,Amparo de São Francisco,2,,,,,,,1,5,,0,,5,8,
Valor,3102506,Amparo do Serra,2,,,,,,,6,4,,0,,5,8,
Valor,4101002,Ampére,2,,,,,,,9,4,,0,,5,8,
Valor,2700201,Anadia,2,,,,,,,6,4,,0,,4,6,
Valor,2901205,Anagé,2,,,,,,,8,6,,0,,4,8,
Valor,4101051,Anahy,2,,,,,,,3,5,,1,,5,8,
Valor,1500701,Anajás,2,,,,,,,3,3,,0,,5,9,
Valor,2100709,Anajatuba,2,,,,,,,1,1,,0,,5,8,
Valor,3502002,Analândia,2,,,,,,,3,2,,0,,4,9,
Valor,1300086,Anamã,2,,,,,,,0,3,,0,,4,8,
Valor,1701002,Ananás,2,,,,,,,13,4,,0,,4,9,
Valor,1500800,Ananindeua,3,,,,,,,17,4,,1,,4,10,
Valor,5201108,Anápolis,2,,,,,,,13,6,,0,,5,9,
Valor,1500859,Anapu,2,,,,,,,5,5,,0,,4,8,
Valor,2100808,Anapurus,2,,,,,,,6,5,,0,,5,7,
Valor,5000708,Anastácio,2,,,,,,,4,3,,0,,5,10,
Valor,5000807,Anaurilândia,2,,,,,,,9,3,,0,,5,9,
Valor,3200409,Anchieta,2,,,,,,,15,5,,0,,5,10,
Valor,4200804,Anchieta,2,,,,,,,9,7,,0,,5,9,
Valor,2901304,Andaraí,2,,,,,,,0,3,,0,,5,8,
Valor,4101101,Andirá,2,,,,,,,9,4,,0,,5,8,
Valor,2901353,Andorinha,2,,,,,,,0,4,,0,,5,6,
Valor,3102605,Andradas,2,,,,,,,8,4,,0,,4,9,
Valor,3502101,Andradina,2,,,,,,,5,2,,0,,4,8,
Valor,4300661,André da Rocha,2,,,,,,,6,2,,0,,5,9,
Valor,3102803,Andrelândia,2,,,,,,,9,4,,0,,4,8,
Valor,3502200,Angatuba,2,,,,,,,12,3,,0,,5,9,
Valor,3102852,Angelândia,2,,,,,,,0,4,,0,,4,8,
Valor,5000856,Angélica,2,,,,,,,5,3,,0,,5,8,
Valor,2601003,Angelim,2,,,,,,,3,5,,0,,4,8,
Valor,4200903,Angelina,2,,,,,,,13,5,,1,,0,1,
Valor,2901403,Angical,2,,,,,,,6,4,,0,,5,8,
Valor,2200608,Angical do Piauí,2,,,,,,,7,3,,0,,4,8,
Valor,1701051,Angico,2,,,,,,,9,4,,0,,5,7,
Valor,2400802,Angicos,2,,,,,,,9,5,,0,,5,8,
Valor,3300100,Angra dos Reis,2,,,,,,,10,5,,0,,5,9,
Valor,2901502,Anguera,2,,,,,,,6,6,,1,,5,8,
Valor,4101150,Ângulo,2,,,,,,,15,6,,0,,3,6,
Valor,5201207,Anhanguera,2,,,,,,,7,4,,0,,5,7,
Valor,3502309,Anhembi,2,,,,,,,8,4,,0,,5,9,
Valor,3502408,Anhumas,2,,,,,,,10,5,,0,,5,8,
Valor,5201306,Anicuns,2,,,,,,,8,3,,0,,5,8,
Valor,2200707,Anísio de Abreu,2,,,,,,,8,2,,0,,5,9,
Valor,4201000,Anita Garibaldi,2,,,,,,,13,5,,0,,4,9,
Valor,4201109,Anitápolis,2,,,,,,,11,3,,0,,5,10,
Valor,1300102,Anori,2,,,,,,,0,3,,0,,4,8,
Valor,4300703,Anta Gorda,2,,,,,,,6,4,,0,,5,8,
Valor,2901601,Antas,2,,,,,,,6,3,,0,,5,8,
Valor,4101200,Antonina,2,,,,,,,8,4,,0,,5,8,
Valor,2300804,Antonina do Norte,2,,,,,,,13,3,,0,,5,9,
Valor,2200806,Antônio Almeida,2,,,,,,,4,2,,0,,5,8,
Valor,2901700,Antônio Cardoso,2,,,,,,,14,3,,0,,5,9,
Valor,3102902,Antônio Carlos,2,,,,,,,8,6,,0,,5,8,
Valor,4201208,Antônio Carlos,2,,,,,,,8,5,,0,,5,8,
Valor,3103009,Antônio Dias,2,,,,,,,10,4,,0,,5,9,
Valor,2901809,Antônio Gonçalves,2,,,,,,,12,3,,0,,5,9,
Valor,5000906,Antônio João,2,,,,,,,13,4,,0,,4,10,
Valor,2400901,Antônio Martins,2,,,,,,,3,2,,0,,4,8,
Valor,4101309,Antônio Olinto,2,,,,,,,6,5,,0,,4,8,
Valor,4300802,Antônio Prado,2,,,,,,,9,7,,0,,5,9,
Valor,3103108,Antônio Prado de Minas,2,,,,,,,4,1,,0,,4,8,
Valor,2500775,Aparecida,2,,,,,,,5,3,,0,,5,9,
Valor,3502507,Aparecida,2,,,,,,,9,4,,0,,4,7,
Valor,5201405,Aparecida de Goiânia,2,,,,,,,12,6,,0,,4,9,
Valor,3502606,Aparecida d'Oeste,2,,,,,,,6,4,,0,,5,7,
Valor,5201454,Aparecida do Rio Doce,2,,,,,,,9,4,,1,,4,8,
Valor,1701101,Aparecida do Rio Negro,2,,,,,,,7,4,,0,,5,9,
Valor,5001003,Aparecida do Taboado,2,,,,,,,15,4,,0,,4,8,
Valor,3300159,Aperibé,2,,,,,,,3,4,,0,,5,9,
Valor,3200508,Apiacá,2,,,,,,,6,3,,0,,5,8,
Valor,5100805,Apiacás,2,,,,,,,7,3,,0,,4,9,
Valor,3502705,Apiaí,2,,,,,,,6,5,,0,,5,8,
Valor,2100832,Apicum-Açu,2,,,,,,,7,1,,0,,5,9,
Valor,4201257,Apiúna,2,,,,,,,8,4,,0,,5,10,
Valor,2401008,Apodi,2,,,,,,,9,4,,0,,5,9,
Valor,2901908,Aporá,2,,,,,,,11,4,,0,,5,8,
Valor,5201504,Aporé,2,,,,,,,9,5,,0,,5,8,
Valor,2901957,Apuarema,2,,,,,,,9,4,,1,,4,9,
Valor,4101408,Apucarana,2,,,,,,,15,6,,0,,5,9,
Valor,1300144,Apuí,2,,,,,,,7,3,,0,,4,9,
Valor,2300903,Apuiarés,2,,,,,,,9,4,,1,,4,8,
Valor,2800209,Aquidabã,3,,,,,,,16,4,,1,,5,8,
Valor,5001102,Aquidauana,2,,,,,,,10,3,,0,,5,9,
Valor,2301000,Aquiraz,2,,,,,,,13,5,,0,,5,10,
Valor,4201273,Arabutã,2,,,,,,,11,4,,0,,5,9,
Valor,2500809,Araçagi,2,,,,,,,8,5,,0,,5,9,
Valor,3103207,Araçaí,2,,,,,,,0,4,,0,,4,8,
Valor,2800308,Aracaju,3,,,,,,,17,7,,1,,5,10,
Valor,3502754,Araçariguama,3,,,,,,,15,8,,1,,4,9,
Valor,2902054,Araçás,2,,,,,,,10,4,,1,,5,8,
Valor,2301109,Aracati,2,,,,,,,9,4,,0,,5,9,
Valor,2902005,Aracatu,2,,,,,,,8,4,,0,,5,8,
Valor,3502804,Araçatuba,2,,,,,,,15,5,,0,,5,9,
Valor,2902104,Araci,2,,,,,,,5,5,,0,,5,8,
Valor,3103306,Aracitaba,2,,,,,,,5,0,,0,,4,8,
Valor,2301208,Aracoiaba,2,,,,,,,8,3,,0,,5,8,
Valor,2601052,Araçoiaba,2,,,,,,,4,3,,0,,5,8,
Valor,3502903,Araçoiaba da Serra,2,,,,,,,9,4,,0,,5,8,
Valor,3200607,Aracruz,2,,,,,,,11,6,,0,,5,9,
Valor,5201603,Araçu,2,,,,,,,12,4,,0,,5,8,
Valor,3103405,Araçuaí,2,,,,,,,9,7,,0,,5,8,
Valor,5201702,Aragarças,2,,,,,,,10,7,,0,,5,8,
Valor,5201801,Aragoiânia,2,,,,,,,4,5,,0,,5,8,
Valor,1701309,Aragominas,2,,,,,,,7,4,,0,,5,7,
Valor,1701903,Araguacema,2,,,,,,,6,1,,0,,4,8,
Valor,1702000,Araguaçu,2,,,,,,,9,5,,0,,5,8,
Valor,5101001,Araguaiana,2,,,,,,,11,2,,0,,4,9,
Valor,1702109,Araguaína,2,,,,,,,14,7,,0,,5,9,
Valor,5101209,Araguainha,2,,,,,,,8,4,,0,,4,8,
Valor,2100873,Araguanã,1,,,,,,,3,2,,0,,0,1,
Valor,1702158,Araguanã,2,,,,,,,8,4,,1,,5,9,
Valor,5202155,Araguapaz,2,,,,,,,12,5,,0,,4,8,
Valor,3103504,Araguari,2,,,,,,,6,5,,0,,5,8,
Valor,1702208,Araguatins,2,,,,,,,9,4,,0,,5,9,
Valor,2100907,Araioses,3,,,,,,,9,5,,1,,5,8,
Valor,5001243,Aral Moreira,2,,,,,,,11,3,,0,,4,8,
Valor,2902203,Aramari,2,,,,,,,8,3,,1,,5,8,
Valor,4300851,Arambaré,2,,,,,,,6,4,,0,,4,7,
Valor,2100956,Arame,2,,,,,,,8,3,,0,,5,8,
Valor,3503000,Aramina,2,,,,,,,7,4,,0,,5,9,
Valor,3503109,Arandu,2,,,,,,,12,3,,0,,5,8,
Valor,3103603,Arantina,2,,,,,,,8,4,,0,,4,8,
Valor,3503158,Arapeí,2,,,,,,,0,3,,0,,5,8,
Valor,2700300,Arapiraca,4,2,4,2,3,8,3,10,5,0,0,0,5,9,7
Valor,1702307,Arapoema,2,,,,,,,10,4,,0,,5,8,
Valor,3103702,Araponga,2,,,,,,,6,6,,0,,5,8,
Valor,4101507,Arapongas,2,,,,,,,8,6,,0,,5,8,
Valor,3103751,Araporã,2,,,,,,,8,7,,0,,5,9,
Valor,4101606,Arapoti,2,,,,,,,13,6,,0,,5,9,
Valor,3103801,Arapuá,2,,,,,,,3,3,,0,,4,6,
Valor,4101655,Arapuã,2,,,,,,,8,3,,0,,5,9,
Valor,5101258,Araputanga,2,,,,,,,7,2,,0,,4,9,
Valor,4201307,Araquari,3,,,,,,,10,6,,1,,5,9,
Valor,2500908,Arara,2,,,,,,,4,5,,0,,4,9,
Valor,4201406,Araranguá,2,,,,,,,12,5,,0,,4,6,
Valor,3503208,Araraquara,2,,,,,,,12,8,,0,,5,10,
Valor,3503307,Araras,2,,,,,,,11,4,,0,,5,10,
Valor,2301257,Ararendá,2,,,,,,,6,6,,0,,5,9,
Valor,2101004,Arari,2,,,,,,,11,7,,0,,5,8,
Valor,4300877,Araricá,2,,,,,,,4,4,,0,,5,8,
Valor,2301307,Araripe,3,,,,,,,14,6,,1,,5,9,
Valor,2601102,Araripina,3,,,,,,,12,5,,1,,5,7,
Valor,3300209,Araruama,2,,,,,,,11,2,,0,,4,8,
Valor,2501005,Araruna,2,,,,,,,7,4,,1,,5,10,
Valor,4101705,Araruna,2,,,,,,,10,2,,0,,5,9,
Valor,2902252,Arataca,2,,,,,,,0,4,,0,,5,8,
Valor,4300901,Aratiba,2,,,,,,,6,4,,0,,5,8,
Valor,2301406,Aratuba,2,,,,,,,7,4,,0,,5,8,
Valor,2902302,Aratuípe,2,,,,,,,0,6,,0,,5,9,
Valor,2800407,Arauá,2,,,,,,,11,2,,0,,4,8,
Valor,4101804,Araucária,2,,,,,,,8,5,,0,,5,9,
Valor,3103900,Araújos,2,,,,,,,10,3,,0,,5,9,
Valor,3104007,Araxá,3,,,,,,,18,3,,1,,5,8,
Valor,3104106,Arceburgo,2,,,,,,,9,2,,0,,4,9,
Valor,3503356,Arco-Íris,2,,,,,,,7,3,,0,,1,2,
Valor,3104205,Arcos,2,,,,,,,10,6,,0,,4,9,
Valor,2601201,Arcoverde,2,,,,,,,9,5,,0,,5,10,
Valor,3104304,Areado,2,,,,,,,11,2,,0,,5,10,
Valor,3300225,Areal,2,,,,,,,7,3,,0,,5,7,
Valor,3503406,Arealva,2,,,,,,,8,4,,0,,4,7,
Valor,2501104,Areia,2,,,,,,,5,4,,0,,5,8,
Valor,2401107,Areia Branca,2,,,,,,,9,5,,0,,4,8,
Valor,2800506,Areia Branca,2,,,,,,,6,2,,0,,5,10,
Valor,2501153,Areia de Baraúnas,2,,,,,,,5,3,,0,,4,8,
Valor,2501203,Areial,2,,,,,,,5,4,,0,,5,9,
Valor,3503505,Areias,2,,,,,,,3,5,,0,,5,9,
Valor,3503604,Areiópolis,2,,,,,,,3,3,,0,,5,8,
Valor,5101308,Arenápolis,2,,,,,,,10,3,,0,,5,8,
Valor,5202353,Arenópolis,2,,,,,,,9,4,,0,,5,8,
Valor,2401206,Arês,2,,,,,,,5,4,,0,,5,8,
Valor,3104403,Argirita,2,,,,,,,3,4,,0,,4,8,
Valor,3104452,Aricanduva,2,,,,,,,2,2,,0,,4,7,
Valor,3104502,Arinos,2,,,,,,,5,6,,0,,5,8,
Valor,5101407,Aripuanã,2,,,,,,,10,1,,1,,5,9,
Valor,1100023,Ariquemes,4,3,3,2,2,7,1,11,6,1,0,1,5,10,7
Valor,3503703,Ariranha,2,,,,,,,1,3,,0,,5,8,
Valor,4101853,Ariranha do Ivaí,2,,,,,,,10,5,,0,,5,8,
Valor,3300233,Armação dos Búzios,2,,,,,,,5,7,,0,,4,9,
Valor,4201505,Armazém,2,,,,,,,8,4,,0,,5,8,
Valor,2301505,Arneiroz,2,,,,,,,9,2,,1,,4,7,
Valor,2200905,Aroazes,2,,,,,,,5,2,,0,,5,8,
Valor,2501302,Aroeiras,2,,,,,,,4,3,,0,,5,8,
Valor,2200954,Aroeiras do Itaim,2,,,,,,,5,2,,0,,4,8,
Valor,2201002,Arraial,2,,,,,,,8,1,,0,,4,9,
Valor,3300258,Arraial do Cabo,2,,,,,,,9,6,,0,,5,9,
Valor,1702406,Arraias,2,,,,,,,7,4,,0,,5,9,
Valor,4301008,Arroio do Meio,2,,,,,,,11,5,,0,,5,9,
Valor,4301073,Arroio do Padre,2,,,,,,,5,3,,0,,5,9,
Valor,4301057,Arroio do Sal,2,,,,,,,12,3,,0,,5,8,
Valor,4301107,Arroio dos Ratos,2,,,,,,,14,3,,0,,5,9,
Valor,4301206,Arroio do Tigre,2,,,,,,,9,3,,0,,5,9,
Valor,4301305,Arroio Grande,2,,,,,,,7,1,,0,,5,8,
Valor,4201604,Arroio Trinta,2,,,,,,,14,3,,0,,5,10,
Valor,3503802,Artur Nogueira,3,,,,,,,10,4,,1,,5,9,
Valor,5202502,Aruanã,2,,,,,,,8,4,,0,,5,8,
Valor,3503901,Arujá,2,,,,,,,15,3,,0,,5,9,
Valor,4201653,Arvoredo,2,,,,,,,10,4,,0,,5,8,
Valor,4301404,Arvorezinha,2,,,,,,,7,3,,0,,4,9,
Valor,4201703,Ascurra,2,,,,,,,13,3,,0,,5,9,
Valor,3503950,Aspásia,2,,,,,,,8,4,,0,,5,8,
Valor,4101903,Assaí,2,,,,,,,9,5,,0,,5,9,
Valor,2301604,Assaré,2,,,,,,,8,3,,1,,4,7,
Valor,3504008,Assis,2,,,,,,,14,5,,0,,5,9,
Valor,1200054,Assis Brasil,2,,,,,,,0,2,,0,,4,6,
Valor,4102000,Assis Chateaubriand,2,,,,,,,7,3,,0,,5,8,
Valor,2501351,Assunção,2,,,,,,,8,5,,0,,5,8,
Valor,2201051,Assunção do Piauí,2,,,,,,,8,4,,1,,5,8,
Valor,3104601,Astolfo Dutra,2,,,,,,,5,8,,0,,4,8,
Valor,4102109,Astorga,2,,,,,,,14,6,,0,,5,9,
Valor,2700409,Atalaia,2,,,,,,,12,6,,0,,4,8,
Valor,4102208,Atalaia,2,,,,,,,7,4,,0,,5,8,
Valor,1300201,Atalaia do Norte,2,,,,,,,0,2,,0,,4,8,
Valor,4201802,Atalanta,2,,,,,,,8,4,,0,,5,9,
Valor,3104700,Ataléia,2,,,,,,,6,4,,0,,5,8,
Valor,3504107,Atibaia,2,,,,,,,9,8,,0,,5,8,
Valor,3200706,Atílio Vivacqua,2,,,,,,,11,5,,0,,5,10,
Valor,1702554,Augustinópolis,2,,,,,,,9,3,,0,,5,9,
Valor,1500909,Augusto Corrêa,2,,,,,,,4,3,,0,,5,9,
Valor,3104809,Augusto de Lima,2,,,,,,,11,4,,0,,4,8,
Valor,4301503,Augusto Pestana,2,,,,,,,10,6,,0,,5,8,
Valor,2401305,Augusto Severo,2,,,,,,,8,4,,1,,5,8,
Valor,4301552,Áurea,2,,,,,,,3,3,,0,,5,8,
Valor,2902401,Aurelino Leal,2,,,,,,,3,3,,0,,5,7,
Valor,3504206,Auriflama,2,,,,,,,3,5,,0,,5,8,
Valor,5202601,Aurilândia,3,,,,,,,12,5,,1,,5,8,
Valor,2301703,Aurora,2,,,,,,,9,5,,0,,5,9,
Valor,4201901,Aurora,2,,,,,,,13,4,,0,,5,9,
Valor,1500958,Aurora do Pará,2,,,,,,,7,2,,1,,5,9,
Valor,1702703,Aurora do Tocantins,3,,,,,,,12,3,,1,,5,10,
Valor,1300300,Autazes,2,,,,,,,7,3,,0,,4,8,
Valor,3504305,Avaí,2,,,,,,,8,5,,0,,4,9,
Valor,3504404,Avanhandava,2,,,,,,,6,3,,0,,5,9,
Valor,3504503,Avaré,2,,,,,,,12,4,,0,,5,9,
Valor,1501006,Aveiro,2,,,,,,,7,2,,0,,2,5,
Valor,2201101,Avelino Lopes,2,,,,,,,8,1,,1,,0,2,
Valor,5202809,Avelinópolis,3,,,,,,,14,5,,1,,5,8,
Valor,2101103,Axixá,2,,,,,,,4,2,,0,,5,8,
Valor,1702901,Axixá do Tocantins,3,,,,,,,14,3,,1,,5,8,
Valor,1703008,Babaçulândia,2,,,,,,,6,6,,0,,5,7,
Valor,2101202,Bacabal,2,,,,,,,5,4,,0,,4,8,
Valor,2101251,Bacabeira,2,,,,,,,3,5,,0,,5,8,
Valor,2101301,Bacuri,2,,,,,,,0,0,,0,,4,8,
Valor,2101350,Bacurituba,2,,,,,,,6,5,,0,,5,8,
Valor,3504602,Bady Bassitt,3,,,,,,,12,6,,1,,5,9,
Valor,3104908,Baependi,4,1,1,4,3,5,3,8,5,1,0,1,4,8,6
Valor,4301602,Bagé,2,,,,,,,11,3,,0,,5,9,
Valor,1501105,Bagre,2,,,,,,,3,1,,0,,4,9,
Valor,2501401,Baía da Traição,3,,,,,,,11,4,,1,,5,9,
Valor,2401404,Baía Formosa,2,,,,,,,6,7,,0,,4,7,
Valor,2902500,Baianópolis,2,,,,,,,10,3,,0,,5,8,
Valor,1501204,Baião,2,,,,,,,4,3,,0,,5,8,
Valor,2902609,Baixa Grande,2,,,,,,,8,2,,0,,4,8,
Valor,2201150,Baixa Grande do Ribeiro,2,,,,,,,9,3,,0,,4,8,
Valor,2301802,Baixio,3,,,,,,,13,5,,1,,5,8,
Valor,3200805,Baixo Guandu,2,,,,,,,5,4,,0,,5,9,
Valor,3504701,Balbinos,2,,,,,,,10,5,,0,,5,9,
Valor,3105004,Baldim,2,,,,,,,7,5,,0,,5,8,
Valor,5203104,Baliza,3,,,,,,,9,5,,1,,5,8,
Valor,4201950,Balneário Arroio do Silva,2,,,,,,,8,4,,0,,5,8,
Valor,4202057,Balneário Barra do Sul,2,,,,,,,12,4,,0,,5,8,
Valor,4202008,Balneário Camboriú,3,,,,,,,18,8,,1,,4,10,
Valor,4202073,Balneário Gaivota,2,,,,,,,11,4,,0,,5,9,
Valor,4212809,Balneário Piçarras,3,,,,,,,16,8,,1,,5,10,
Valor,4301636,Balneário Pinhal,3,,,,,,,13,4,,1,,5,9,
Valor,4220000,Balneário Rincão,2,,,,,,,7,5,,0,,5,8,
Valor,3504800,Bálsamo,2,,,,,,,10,2,,1,,5,7,
Valor,4102307,Balsa Nova,2,,,,,,,14,5,,0,,5,7,
Valor,2101400,Balsas,2,,,,,,,6,6,,0,,5,9,
Valor,3105103,Bambuí,2,,,,,,,6,5,,0,,4,8,
Valor,2301851,Banabuiú,2,,,,,,,8,3,,0,,5,9,
Valor,3504909,Bananal,2,,,,,,,7,4,,1,,5,8,
Valor,2501500,Bananeiras,2,,,,,,,4,4,,0,,4,8,
Valor,3105202,Bandeira,2,,,,,,,9,2,,0,,5,9,
Valor,3105301,Bandeira do Sul,2,,,,,,,10,4,,0,,5,8,
